CMDLINE /home/damola/.local/share/virtualenvs/xetra_stock-QF-Scl8i/bin/python run.py /home/damola/Documents/ETL_Pipeline/xetra_stock/configs/xetra_report_config.yml
MEM 0.000000 1724174101.5655
MEM 8.375000 1724174101.6663
MEM 13.742188 1724174101.7671
MEM 17.242188 1724174101.8678
MEM 20.136719 1724174101.9685
MEM 23.011719 1724174102.0693
MEM 26.136719 1724174102.1700
MEM 28.261719 1724174102.2708
MEM 30.921875 1724174102.3715
MEM 33.796875 1724174102.4723
MEM 36.421875 1724174102.5730
MEM 38.046875 1724174102.6737
MEM 40.546875 1724174102.7745
MEM 42.046875 1724174102.8752
MEM 43.421875 1724174102.9759
MEM 45.171875 1724174103.0767
MEM 47.296875 1724174103.1774
MEM 49.421875 1724174103.2782
MEM 58.171875 1724174103.3793
MEM 61.171875 1724174103.4801
MEM 86.796875 1724174103.5809
MEM 97.542969 1724174103.6817
MEM 107.417969 1724174103.7825
MEM 107.917969 1724174103.8833
MEM 111.042969 1724174103.9840
MEM 114.917969 1724174104.0848
MEM 117.667969 1724174104.1855
MEM 120.417969 1724174104.2863
MEM 122.667969 1724174104.3872
MEM 126.167969 1724174104.4879
MEM 126.667969 1724174104.5886
MEM 134.792969 1724174104.6893
MEM 137.492188 1724174104.7901
MEM 140.117188 1724174104.8908
MEM 142.867188 1724174104.9914
MEM 147.617188 1724174105.0922
MEM 152.367188 1724174105.1930
MEM 154.367188 1724174105.2939
MEM 154.367188 1724174105.3947
MEM 154.367188 1724174105.4956
MEM 154.367188 1724174105.5966
MEM 154.367188 1724174105.6973
MEM 154.367188 1724174105.7981
MEM 154.367188 1724174105.8987
MEM 154.367188 1724174105.9999
MEM 154.367188 1724174106.1006
MEM 154.367188 1724174106.2013
MEM 154.367188 1724174106.3020
MEM 154.492188 1724174106.4028
MEM 154.492188 1724174106.5037
MEM 154.492188 1724174106.6044
MEM 154.492188 1724174106.7053
MEM 154.492188 1724174106.8061
MEM 154.492188 1724174106.9070
